PT08.S1(CO),T,RH,AH
833,0.8,52.8,0.3468
870,0.3,53.7,0.3424
984,4.1,42.9,0.3551
1065,8.0,33.3,0.3591
968,10.7,25.2,0.3242
911,11.1,23.5,0.3105
868,10.6,26.0,0.332
868,10.3,27.7,0.3481
904,10.2,28.3,0.3516
944,9.2,29.9,0.3479
925,6.9,36.4,0.3635
985,6.0,38.0,0.3584
1002,5.8,36.4,0.3385
938,5.8,35.4,0.3286
896,5.4,36.6,0.3304
907,5.1,37.9,0.3358
902,4.8,38.0,0.33
885,4.5,38.1,0.3249
863,4.3,38.1,0.3207
861,3.9,39.9,0.325
852,3.8,41.0,0.3327
879,3.3,44.6,0.3499
900,3.6,44.5,0.3574
963,3.4,47.0,0.3713
1183,2.9,49.5,0.3775
1161,5.6,40.5,0.3704
1102,7.5,33.8,0.352
1029,10.8,25.2,0.3251
973,12.9,20.6,0.3045
981,12.2,21.4,0.3033
960,12.0,21.9,0.3069
973,12.2,24.0,0.3392
968,12.0,24.3,0.3393
1022,10.5,27.8,0.3525
1067,8.7,33.9,0.3832
1101,7.8,37.6,0.4004
1081,7.2,39.4,0.4032
988,7.1,39.6,0.4019
932,7.1,39.6,0.4001
923,7.2,39.3,0.4004
915,6.9,39.6,0.3966
879,7.0,39.8,0.4006
852,7.1,40.5,0.409
844,6.9,40.9,0.4091
878,6.0,42.9,0.404
910,6.4,42.7,0.4126
918,6.1,43.6,0.4129
991,5.9,45.1,0.4211
1223,6.0,46.4,0.4367
1277,6.6,43.7,0.4273
1114,8.7,36.3,0.4074
1088,10.5,33.4,0.4246
1064,11.4,27.8,0.3748
1047,12.7,27.4,0.4011
1075,13.3,23.3,0.354
973,13.9,20.7,0.3271
942,13.6,20.0,0.3093
1521,8.5,50.9,0.5664
1428,8.3,53.3,0.5843
1463,7.1,58.1,0.5885
1494,5.8,64.3,0.5964
1462,5.3,66.8,0.5979
1326,5.0,66.6,0.5871
1185,5.0,66.3,0.5811
1154,5.1,65.9,0.5827
1175,4.1,69.0,0.5735
1203,4.6,67.6,0.5778
1250,5.2,65.5,0.5836
1321,6.0,62.8,0.5929
1323,7.1,59.3,0.6005
1381,7.8,58.0,0.6136
1480,9.0,54.7,0.6271
1485,10.0,53.1,0.6495
1522,10.8,52.0,0.6738
1570,11.0,51.4,0.6746
1507,11.0,51.4,0.6725
1540,10.9,52.0,0.6796
1556,11.1,52.0,0.6869
1707,11.0,53.6,0.7033
1766,11.0,55.1,0.7221
1846,11.4,55.4,0.7471
1795,11.1,56.9,0.7506
1755,10.2,60.0,0.7461
1738,10.1,59.9,0.7379
1712,9.9,63.2,0.7706
1751,9.4,73.4,0.8662
1574,9.4,77.7,0.9203
1458,9.6,78.7,0.9429
1515,8.9,81.3,0.9277
1491,8.5,82.9,0.9243
1453,8.3,84.0,0.9234
1443,8.1,85.0,0.9221
1473,8.7,83.7,0.9423
1548,9.5,82.4,0.976
1586,11.0,78.2,1.022
1488,14.1,67.9,1.0859
1220,16.3,56.6,1.0422
1198,18.7,48.0,1.0259
1168,19.5,39.3,0.882
1149,19.9,34.1,0.782
1052,19.4,32.4,0.7239
1053,17.1,35.8,0.6944
1238,15.5,40.7,0.7103
1188,14.8,42.8,0.7182
1150,13.9,43.8,0.6937
984,13.7,42.9,0.6687
1111,12.5,47.8,0.6877
1131,11.8,53.4,0.7366
1115,10.9,55.9,0.7312
1133,10.1,58.9,0.7301
1024,9.8,61.2,0.7413
968,8.4,67.1,0.7411
923,8.3,67.2,0.7382
902,7.7,68.9,0.728
995,6.9,70.0,0.6997
858,9.0,37.3,0.4297
1233,9.4,44.9,0.5296
1140,10.3,45.4,0.5666
1096,11.5,39.6,0.5372
1295,11.7,36.9,0.506
926,11.8,36.2,0.4999
970,12.0,38.7,0.5402
960,13.7,30.3,0.4724
941,12.6,30.6,0.4443
921,13.0,27.4,0.4085
940,13.6,22.7,0.3529
1036,11.8,23.0,0.3171
1102,10.7,19.9,0.2547
1035,10.4,18.0,0.2269
990,9.7,20.6,0.2488
950,9.4,24.8,0.2923
988,8.8,31.2,0.3533
884,8.7,31.2,0.3521
840,8.5,30.4,0.3391
814,8.0,32.9,0.353
821,7.1,37.4,0.3799
802,6.9,39.1,0.3901
805,6.9,39.8,0.3966
850,6.1,40.8,0.3868
913,6.0,41.5,0.3896
1047,6.1,39.9,0.3781
1055,6.5,39.5,0.3865
974,9.4,32.7,0.3855
863,11.3,24.9,0.3318
889,12.8,19.8,0.2933
906,12.3,19.3,0.274
874,12.0,19.3,0.2716
849,11.9,19.2,0.2677
923,12.1,20.7,0.2906
962,11.5,22.1,0.2987
1067,10.4,23.1,0.2905
1125,9.5,25.2,0.2996
1149,8.9,26.9,0.3069
1155,8.2,30.1,0.327
1065,7.4,31.8,0.3287
1145,6.6,37.5,0.3664
1134,6.3,40.1,0.3842
1195,5.2,44.2,0.3943
1141,4.4,47.5,0.4017
1077,4.0,49.1,0.4019
1052,3.3,52.2,0.4074
1033,3.2,52.4,0.4071
1080,3.6,51.7,0.4123
1208,3.5,54.2,0.4297
1363,5.2,48.3,0.4304
1239,7.8,37.6,0.3994
1044,8.9,33.8,0.385
956,9.1,33.0,0.3827
955,9.1,34.5,0.3994
997,9.6,31.3,0.3763
987,8.5,36.3,0.4026
1007,9.3,34.6,0.405
1025,8.9,37.9,0.4318
1083,8.2,41.8,0.4563
1143,7.4,44.5,0.4582
1288,7.0,43.4,0.4366
1464,6.6,43.4,0.4241
1341,5.9,44.3,0.4137
1177,5.0,46.6,0.4099
1089,5.8,40.3,0.374
1196,5.4,43.8,0.3945
1107,5.7,42.1,0.3883
1102,5.7,42.1,0.3885
993,5.8,42.9,0.399
912,5.7,46.6,0.4298
883,6.9,45.0,0.4499
893,6.9,42.2,0.4224
1033,6.4,43.8,0.423
1222,6.6,44.6,0.4383
1190,7.7,42.1,0.444
1035,10.1,36.7,0.4536
990,9.0,41.4,0.4775
1011,8.7,42.5,0.4787
1041,8.3,47.8,0.5238
1086,8.9,45.5,0.5208
1021,8.9,46.1,0.5256
1014,9.0,44.9,0.5173
1023,9.3,42.3,0.4974
1172,8.4,45.2,0.4977
1172,7.6,47.8,0.5013
1219,7.4,47.2,0.4871
1106,7.4,46.9,0.4854
1078,6.9,48.2,0.4832
939,7.1,47.9,0.4867
975,6.9,48.7,0.4874
958,6.8,48.2,0.4792
921,6.3,49.6,0.4787
931,5.6,52.9,0.4855
874,6.4,49.8,0.4814
872,6.9,48.1,0.4796
904,6.4,50.2,0.485
951,6.4,50.7,0.4886
1183,6.9,48.8,0.4903
1187,8.4,44.6,0.4922
1072,10.8,37.1,0.4794
1011,11.2,36.2,0.4818
997,11.8,34.4,0.4758
989,11.5,33.1,0.4479
1006,10.9,32.6,0.426
1016,11.3,31.7,0.4249
1069,11.6,30.9,0.4223
1109,11.1,32.2,0.4243
1182,9.7,36.0,0.4333
1253,8.5,39.0,0.4336
1288,8.3,40.3,0.4411
1153,8.0,41.3,0.4448
1161,7.0,44.2,0.4446
1271,5.4,51.8,0.4698
1156,4.1,55.0,0.4558
1106,3.1,57.8,0.4462
1008,3.1,56.7,0.4388
966,2.2,59.6,0.4333
931,2.3,58.9,0.4317
922,1.9,60.0,0.4276
911,1.9,60.3,0.4293
993,0.9,64.6,0.4294
1100,0.6,65.0,0.4231
1141,2.1,59.9,0.4338
1085,3.1,57.2,0.4402
1153,4.2,54.0,0.4483
1122,7.4,43.8,0.4538
992,11.2,34.5,0.4586
1018,13.8,32.4,0.5084
981,12.4,34.9,0.5002
988,12.8,31.9,0.4684
1059,13.5,29.1,0.4486
1110,11.6,33.3,0.454
1204,10.9,34.9,0.4568
1275,10.4,37.3,0.4708
1297,9.7,39.7,0.4792
1277,9.1,41.9,0.4857
1207,9.3,41.9,0.4927
1222,9.4,44.7,0.5279
1141,8.5,45.8,0.5108
1228,7.8,50.0,0.53
1120,7.7,49.7,0.5242
1067,8.2,46.9,0.5099
947,8.4,48.6,0.5375
918,8.0,54.7,0.5883
920,7.8,55.7,0.5914
941,8.0,53.8,0.5796
949,8.8,50.7,0.5752
990,10.1,47.6,0.587
996,10.6,45.8,0.5838
1023,9.1,56.2,0.6515
1037,7.9,66.5,0.7124
1017,8.0,65.0,0.6991
1042,8.4,61.0,0.6721
1037,8.6,57.3,0.6429
1009,8.4,56.3,0.6227
1033,8.0,57.7,0.6222
1016,7.1,62.6,0.6341
1076,7.4,59.3,0.6123
1029,7.7,56.9,0.5994
984,7.7,54.4,0.5753
1003,7.7,53.0,0.5572
1009,6.7,62.8,0.6188
946,6.6,61.9,0.6056
910,5.7,70.3,0.6498
886,4.5,79.2,0.6751
879,4.0,81.5,0.6712
907,3.9,81.5,0.6653
949,3.3,84.3,0.6617
1054,4.2,80.9,0.6742
1214,5.1,75.0,0.6646
1253,4.6,77.6,0.6651
1197,3.8,84.3,0.6811
1156,6.2,77.4,0.7383
1132,7.7,67.6,0.7133
1207,8.1,64.8,0.7039
1127,8.1,64.0,0.6942
1112,6.9,71.3,0.7118
1186,7.0,73.7,0.7425
1192,7.3,70.0,0.7195
1177,5.8,77.8,0.7223
1478,5.4,80.9,0.7293
1486,5.5,79.8,0.7261
1118,5.6,74.0,0.6808
1019,5.6,71.9,0.6604
961,6.4,70.7,0.6848
931,6.3,70.1,0.6733
938,4.4,80.5,0.6825
888,3.9,83.1,0.6787
844,2.5,86.6,0.6407
851,3.4,85.4,0.6736
905,3.3,84.5,0.6608
987,3.4,84.5,0.664
1124,3.4,84.5,0.6677
1408,4.1,82.7,0.682
1501,4.6,80.3,0.6889
1266,6.1,74.0,0.7025
1082,9.1,58.4,0.6787
1123,11.4,48.9,0.658
1174,8.3,64.4,0.7072
1209,6.5,71.0,0.6903
1120,6.6,71.1,0.6973
1174,7.4,69.3,0.7165
1068,6.4,70.6,0.6834
1146,5.8,72.5,0.6718
1204,5.6,71.6,0.6556
1062,4.2,77.8,0.6491
1122,4.3,79.5,0.6648
940,4.5,75.5,0.6429
935,4.4,77.1,0.6523
1011,4.2,78.2,0.6506
952,4.0,79.3,0.6517
899,3.9,78.7,0.643
880,3.5,80.6,0.6403
882,3.2,82.8,0.6426
844,4.1,76.0,0.6304
860,4.2,75.9,0.6311
917,4.5,76.3,0.648
1126,4.4,79.1,0.6687
1033,4.3,79.8,0.6706
944,3.1,83.0,0.6419
955,2.8,83.9,0.6326
992,3.9,79.5,0.6482
1090,5.1,74.5,0.6621
1151,5.7,72.5,0.6686
1148,5.6,74.6,0.6826
1140,5.4,75.9,0.6875
1160,4.9,78.2,0.6826
1167,4.8,79.0,0.6845
1194,4.8,78.6,0.6826
1224,4.6,78.2,0.6686
1209,4.2,79.7,0.6647
1145,4.3,78.9,0.6621
1016,4.2,77.9,0.6479
1018,3.2,83.0,0.645
937,5.1,74.5,0.6626
949,4.0,80.8,0.6666
895,4.3,81.0,0.677
884,2.9,85.3,0.6503
883,3.3,84.5,0.6612
968,3.6,84.4,0.6724
1071,3.8,83.8,0.6771
1310,4.1,82.5,0.6819
1332,3.9,83.9,0.6847
1178,4.1,83.9,0.6967
1093,4.6,82.0,0.6997
1060,5.5,79.5,0.7238
1121,6.7,76.2,0.7519
1118,7.9,69.0,0.7394
1205,8.5,66.3,0.7387
1274,7.6,70.8,0.7399
1301,7.2,72.4,0.7372
1405,6.7,74.2,0.7326
1375,6.1,75.8,0.7184
1367,6.3,74.9,0.7187
1324,6.0,78.0,0.7345
1170,5.6,81.2,0.7443
1169,5.5,81.5,0.7393
1181,5.3,84.1,0.753
1146,5.2,83.9,0.7487
1059,5.1,83.5,0.7416
1010,5.0,82.9,0.73
1007,5.0,82.5,0.7265
932,5.0,82.8,0.7273
998,5.2,80.7,0.7219
1072,5.3,80.2,0.7179
1424,5.7,79.7,0.734
1527,6.2,76.8,0.7355
1364,8.3,67.4,0.7384
1190,10.8,52.1,0.6746
1021,13.0,40.3,0.6028
1051,10.9,44.8,0.5849
1021,11.5,42.1,0.5706
1016,12.5,38.5,0.5568
1040,12.6,38.5,0.5586
1089,12.3,38.4,0.5488
1148,10.2,43.1,0.5366
1162,8.6,48.2,0.5385
1197,7.8,50.8,0.5384
1059,7.3,52.8,0.5404
1207,6.2,62.4,0.5958
1188,5.1,68.2,0.6033
1153,4.7,69.0,0.5936
1061,4.0,69.8,0.5756
1028,3.4,71.3,0.5626
1082,2.8,74.0,0.5591
1037,2.3,75.1,0.5514
942,3.8,66.2,0.5359
904,4.6,60.5,0.5173
855,5.7,54.3,0.5022
914,6.2,51.3,0.488
933,6.7,49.5,0.4892
942,8.8,45.0,0.5114
943,9.6,43.5,0.5202
959,9.8,43.3,0.5238
971,9.9,43.5,0.53
954,9.8,44.1,0.5332
929,9.7,45.1,0.5417
933,9.0,47.3,0.542
967,7.4,56.0,0.5797
987,6.4,61.7,0.5956
1003,6.8,58.0,0.5758
1138,7.3,56.7,0.5806
1087,7.2,56.7,0.579
1129,6.7,59.1,0.5848
1191,5.9,62.1,0.5808
1256,6.3,60.4,0.5811
1171,5.5,60.2,0.5458
1016,4.6,64.4,0.5525
1035,3.5,68.8,0.5458
980,2.8,70.9,0.5383
901,3.7,65.9,0.5295
914,1.6,74.3,0.5168
940,1.4,76.3,0.5261
935,2.5,69.5,0.5172
970,3.7,64.8,0.5208
1064,7.8,49.9,0.5307
1023,11.2,37.1,0.4936
955,12.6,30.6,0.446
943,10.3,32.9,0.4131
895,10.0,35.5,0.4346
890,8.8,40.0,0.4538
904,8.3,40.3,0.4431
888,7.9,38.9,0.4141
905,6.8,41.0,0.4072
974,6.0,42.0,0.3962
1048,5.5,43.5,0.3963
895,4.6,46.8,0.4001
875,4.5,48.0,0.4085
943,4.3,48.6,0.4069
947,4.0,50.0,0.4115
865,4.0,52.9,0.4338
823,4.0,51.0,0.42
798,3.9,48.1,0.393
781,3.8,48.0,0.3879
781,3.6,50.3,0.4022
779,2.8,52.6,0.3972
817,2.5,52.7,0.3908
893,2.7,50.5,0.3804
883,2.7,49.4,0.3714
839,3.3,45.2,0.354
809,3.1,43.3,0.3354
805,3.7,38.8,0.3123
840,4.0,36.8,0.3016
812,3.7,35.0,0.2823
782,3.4,32.4,0.2563
799,3.3,33.1,0.2592
812,2.6,35.1,0.2618
922,2.1,36.6,0.2634
938,1.6,37.9,0.2645
939,1.4,38.0,0.2615
827,1.0,36.6,0.2456
776,1.1,35.4,0.2382
755,1.0,34.3,0.2292
766,1.0,37.4,0.2487
762,0.7,41.2,0.2693
736,0.2,40.6,0.2566
715,0.1,40.0,0.2499
716,-0.1,37.5,0.2326
731,-0.3,38.4,0.2347
735,-0.6,40.1,0.2404
779,-0.6,41.4,0.2478
915,-0.2,40.2,0.2478
905,0.6,36.8,0.2388
835,2.8,30.3,0.2294
798,3.1,29.1,0.224
783,3.3,29.2,0.2288
807,3.1,31.0,0.2386
827,3.2,30.8,0.2399
822,3.3,31.5,0.2464
830,4.1,28.6,0.2363
833,3.9,29.2,0.2378
882,1.9,35.0,0.2494
967,1.8,35.4,0.2497
1009,1.4,36.5,0.2503
911,0.8,36.3,0.2388
808,0.6,34.1,0.221
812,0.3,31.9,0.2031
790,0.2,30.2,0.191
765,0.0,29.7,0.1847
761,-0.1,31.9,0.1975
788,-1.1,41.4,0.2379
790,-1.4,44.9,0.2536
804,-1.3,46.3,0.2635
831,-1.2,47.2,0.27
881,-1.3,47.5,0.2702
1099,-1.9,51.4,0.2801
1100,-0.5,45.9,0.2763
1042,4.6,32.5,0.2783
1026,7.5,24.3,0.2528
905,9.6,18.8,0.2246
891,9.3,18.4,0.2157
968,9.7,18.6,0.2244
909,10.1,16.7,0.2062
938,11.8,13.5,0.1862
971,11.6,15.3,0.2086
1148,9.1,19.2,0.2225
1299,7.2,25.6,0.2611
1315,6.1,34.0,0.3237
1180,5.1,36.4,0.323
1070,4.8,39.6,0.344
1031,5.0,39.6,0.3479
1047,4.1,41.7,0.3456
1030,4.4,43.3,0.3656
986,3.8,45.9,0.3728
992,3.6,49.7,0.396
1076,3.4,56.3,0.4455
1104,2.9,67.9,0.5183
1160,2.8,74.1,0.5618
1217,2.9,75.6,0.5742
1457,3.8,72.4,0.5867
1337,5.9,50.2,0.4706
1111,7.3,39.4,0.4035
1165,3.6,75.9,0.6055
1129,3.6,78.6,0.6283
1092,5.3,69.2,0.6213
1096,6.1,66.0,0.6255
1108,6.0,70.1,0.6577
1124,6.3,72.1,0.6907
1216,6.3,75.7,0.7252
1437,5.6,80.4,0.7382
1473,4.9,82.4,0.7201
1396,4.3,84.0,0.7051
1285,4.3,83.6,0.7025
1206,4.6,82.5,0.7066
1179,4.4,82.0,0.6938
1213,4.3,80.9,0.6791
1142,4.1,81.2,0.6721
1089,3.9,80.9,0.6613
982,4.5,70.6,0.6004
888,4.5,65.1,0.5547
979,4.0,75.2,0.6161
1023,3.7,76.4,0.6164
1153,3.1,77.3,0.5985
1393,3.7,74.4,0.5992
1567,5.0,69.4,0.6118
1334,6.5,60.9,0.5919
1280,7.6,59.8,0.6245
1330,8.6,57.6,0.6471
1349,10.9,52.4,0.6826
1349,12.3,48.3,0.6871
1344,12.5,43.4,0.6298
1337,11.9,42.3,0.5902
1316,12.3,41.2,0.5867
1253,10.8,48.1,0.6235
1258,8.9,52.5,0.5996
1326,8.4,54.7,0.6057
1109,7.5,58.7,0.6112
1029,6.9,60.0,0.5977
1112,6.6,61.3,0.5995
1100,6.3,59.8,0.5761
1136,5.4,65.8,0.5935
1000,5.8,59.6,0.5523
1041,4.9,62.6,0.5477
1009,4.4,63.9,0.5385
975,4.2,62.5,0.5191
993,3.1,68.6,0.5302
872,4.6,54.6,0.4682
1017,5.0,54.5,0.4788
1070,7.0,48.1,0.4847
915,10.0,37.7,0.4643
978,13.0,30.3,0.452
968,14.0,28.1,0.4476
1008,13.3,28.9,0.4399
1025,13.4,29.0,0.4436
983,13.5,28.3,0.4374
1018,13.0,29.7,0.442
1101,11.6,38.7,0.5271
1116,8.6,56.3,0.6312
1161,8.5,57.9,0.6435
1212,7.8,63.4,0.6735
1225,7.2,69.5,0.7084
1154,6.5,74.7,0.7248
1140,6.5,73.9,0.7224
1201,6.8,72.1,0.7143
1011,7.0,60.0,0.6055
867,7.2,47.8,0.487
856,7.2,47.3,0.483
859,6.8,52.9,0.5245
859,5.8,65.0,0.6029
842,5.8,59.4,0.5502
856,5.5,58.3,0.529
867,5.9,54.8,0.5119
877,7.3,48.7,0.5007
869,9.4,39.9,0.4707
900,11.2,33.8,0.449
899,12.3,29.9,0.4255
895,14.8,23.7,0.3945
992,13.1,26.6,0.399
1104,13.3,25.7,0.3914
933,12.0,27.7,0.3885
973,11.5,30.1,0.4067
1069,10.1,33.2,0.4115
1055,8.6,38.1,0.4282
1032,8.0,41.2,0.4433
982,7.5,43.8,0.4551
968,6.8,46.9,0.465
979,6.1,46.3,0.4394
935,5.6,45.5,0.4187
942,5.4,48.8,0.4393
883,5.1,51.2,0.4534
841,5.3,51.0,0.4563
843,5.2,57.2,0.5094
872,4.5,63.1,0.5381
862,5.2,54.5,0.486
917,5.6,51.3,0.4712
1022,5.9,45.4,0.4244
1022,6.9,41.3,0.4145
961,8.6,34.2,0.3834
912,9.6,27.7,0.3308
896,10.6,25.3,0.3224
890,10.2,25.6,0.3181
891,10.0,25.2,0.3079
894,9.7,25.7,0.3088
907,9.7,26.8,0.3226
973,9.4,27.3,0.3216
1035,7.9,28.0,0.2999
1146,6.9,30.7,0.3066
1176,6.1,33.3,0.3152
1057,5.0,37.4,0.329
974,4.2,40.9,0.3417
1044,3.9,43.5,0.3538
988,3.0,47.7,0.3658
1016,2.5,52.1,0.3855
929,2.0,53.5,0.3831
876,1.0,56.7,0.3803
872,0.5,59.4,0.3841
888,1.4,56.8,0.3903
927,0.9,58.4,0.388
991,0.3,61.0,0.3881
1317,0.9,59.1,0.3913
1402,4.1,47.9,0.3959
1222,7.7,34.6,0.3652
1109,10.9,25.7,0.3341
959,13.7,17.4,0.2715
964,14.0,16.8,0.2672
1006,14.1,17.0,0.2729
1002,15.0,15.8,0.2678
997,16.5,14.9,0.2775
1019,15.8,16.7,0.2972
1192,13.2,23.9,0.3597
1399,11.0,33.8,0.4436
1419,9.5,39.0,0.4644
1250,8.5,42.4,0.4716
1156,7.5,44.0,0.4564
1064,6.6,46.0,0.4505
1066,5.5,49.6,0.4526
1031,4.9,52.2,0.4567
973,4.6,53.5,0.4584
937,4.7,53.1,0.4589
930,3.8,56.8,0.4614
949,2.3,63.5,0.463
979,2.0,64.9,0.4657
1094,2.0,65.3,0.4688
1450,3.3,61.6,0.4829
1508,5.7,52.5,0.4851
1374,8.3,43.5,0.4774
1308,10.5,38.9,0.4926
1249,14.5,33.4,0.5488
1282,15.7,34.6,0.6147
1253,16.1,36.3,0.6593
1222,17.3,34.5,0.6728
1201,17.6,34.1,0.6781
1238,18.0,33.1,0.6779
1434,14.6,41.0,0.6792
1573,12.8,46.2,0.6794
1552,11.5,53.9,0.7312
1510,10.6,58.8,0.7512
1165,9.7,60.0,0.7238
1177,8.3,64.2,0.7071
1135,7.8,65.5,0.6961
1070,7.5,65.9,0.6868
1034,6.1,72.1,0.6847
1014,4.6,78.2,0.6684
988,4.0,80.9,0.667
975,4.2,79.1,0.6611
984,5.3,73.2,0.6577
1092,4.3,76.1,0.6395
1454,4.8,74.6,0.647
1446,7.5,64.5,0.6702
1316,11.7,49.3,0.6772
1283,14.7,41.2,0.6857
1223,17.4,33.2,0.6535
1176,18.8,26.2,0.5637
1041,19.1,18.1,0.3955
1008,19.5,15.3,0.3431
962,20.2,14.4,0.337
1048,19.8,16.0,0.3632
1145,16.5,21.6,0.4012
1198,14.5,18.3,0.2996
1319,12.8,22.8,0.3364
1274,11.5,35.9,0.4862
1085,9.5,34.6,0.411
1017,8.3,38.2,0.4203
1039,7.7,41.7,0.4387
1027,6.8,44.9,0.4472
952,5.7,49.4,0.4551
930,5.7,50.1,0.4629
942,4.4,56.4,0.4761
897,4.9,55.2,0.4807
928,4.5,56.3,0.48
987,3.8,59.7,0.4839
1272,4.3,58.6,0.4915
1452,7.1,50.0,0.5067
1415,11.1,38.4,0.5066
1203,17.2,30.6,0.5949
1258,17.8,33.3,0.6741
1328,18.8,31.8,0.6853
1260,19.3,29.9,0.6604
1201,18.8,31.5,0.6752
1161,18.2,28.1,0.5817
1254,16.0,35.3,0.6356
1452,13.8,43.6,0.6825
1438,12.9,48.8,0.725
1273,12.8,49.3,0.7277
1096,12.2,50.9,0.7202
1151,10.6,55.9,0.7138
1189,10.3,55.9,0.7014
1078,10.2,55.8,0.6927
1152,10.0,57.3,0.7015
1128,10.2,57.9,0.7191
1015,10.3,59.4,0.7459
979,9.8,68.9,0.8329
972,9.2,75.3,0.8764
992,9.4,73.1,0.8621
1053,10.6,66.1,0.8444
1140,12.6,58.5,0.8517
1136,15.0,48.6,0.8253
1180,14.2,51.5,0.8313
1131,15.1,48.6,0.8266
1083,18.0,35.4,0.7233
1120,17.9,35.3,0.7184
1038,17.7,35.0,0.7014
1096,17.6,35.5,0.7065
1126,17.5,34.1,0.6775
1153,15.6,40.0,0.7018
1177,14.0,47.8,0.7582
1383,13.2,51.4,0.776
1363,12.0,56.1,0.7832
1087,11.6,54.7,0.7454
1028,12.0,53.3,0.7472
1017,12.5,55.4,0.7999
1050,12.3,56.0,0.7958
1023,12.4,53.4,0.7669
940,12.7,51.8,0.7574
963,13.2,49.7,0.7503
971,12.3,55.9,0.7966
887,13.3,50.1,0.7624
944,12.3,51.8,0.7384
970,12.9,50.4,0.7448
1034,12.9,49.9,0.7406
1160,13.9,47.3,0.7479
1283,13.5,51.6,0.7931
1387,13.2,56.2,0.8499
1325,14.2,57.8,0.9292
1057,17.2,46.2,0.8989
1078,19.9,36.6,0.8406
1159,19.7,37.1,0.8399
1195,19.0,37.4,0.8122
1217,16.4,43.5,0.8055
1542,15.1,49.8,0.8458
1407,14.8,51.0,0.8507
1189,14.6,51.6,0.8508
1208,13.7,52.1,0.8121
1207,13.2,55.6,0.8412
1056,13.2,55.9,0.8465
1128,11.7,62.1,0.8535
1119,9.9,68.9,0.8388
1077,9.8,68.0,0.8227
1036,8.9,71.9,0.8202
1016,8.4,74.5,0.8241
1103,9.2,71.0,0.8299
1176,9.9,67.6,0.8239
1430,10.8,64.4,0.8328
1572,11.7,61.7,0.8483
1243,13.7,51.9,0.8106
1101,16.3,43.5,0.7988
1103,17.9,38.8,0.7883
1116,19.3,35.5,0.7876
1141,20.1,32.9,0.7672
1151,20.0,33.0,0.7625
1263,20.2,32.2,0.7526
1324,18.9,34.4,0.7436
1533,17.9,37.6,0.7624
1626,16.7,43.4,0.8168
1639,15.9,47.9,0.8573
1346,15.3,52.6,0.906
1218,13.7,58.5,0.9146
1166,12.7,62.8,0.9198
1095,12.2,65.0,0.9193
958,13.0,61.2,0.9105
960,11.1,66.1,0.8738
972,10.1,69.8,0.8619
911,11.6,61.0,0.8299
923,10.1,64.5,0.7968
981,9.3,67.9,0.7969
1038,10.1,64.3,0.7934
1370,10.4,62.7,0.7909
1471,13.0,53.9,0.8036
1447,16.4,44.6,0.8242
1329,19.1,36.7,0.8044
1197,21.0,30.6,0.7508
1198,22.1,27.6,0.7254
1171,22.2,25.5,0.6752
1191,23.6,23.2,0.6665
1213,23.6,22.9,0.6571
1258,22.8,24.6,0.6736
1413,20.3,29.7,0.6973
1610,18.0,36.0,0.7345
1710,16.4,41.9,0.7759
1515,14.9,47.6,0.8003
1199,13.8,49.6,0.7793
1128,13.2,51.6,0.7765
1108,11.8,56.9,0.7836
1038,11.4,58.0,0.7818
1004,11.3,58.0,0.7742
969,10.7,59.6,0.7673
938,9.0,65.4,0.7532
927,8.0,68.9,0.7402
977,7.5,70.9,0.7358
1011,7.6,69.2,0.7238
1228,8.7,64.3,0.7257
1521,11.7,54.3,0.7459
1425,15.9,42.2,0.7553
1339,19.3,34.7,0.7681
1310,23.1,27.3,0.7615
1250,26.1,20.8,0.6959
1181,26.8,17.9,0.6249
1272,28.4,16.0,0.6095
1231,28.8,15.1,0.5877
1286,27.9,15.6,0.5782
1315,24.1,20.6,0.6075
1494,21.0,28.0,0.6904
1494,18.4,38.8,0.8152
1545,16.9,42.9,0.8222
1354,15.5,45.0,0.7895
1301,14.3,49.6,0.8049
1144,14.7,48.0,0.7977
1080,13.3,51.4,0.7821
1013,12.6,53.7,0.7793
966,11.5,56.8,0.7706
959,10.1,61.9,0.7631
919,9.8,61.8,0.7523
953,9.0,64.3,0.7417
1117,7.9,68.4,0.7324
1485,9.5,62.6,0.7444
1583,13.2,51.0,0.7704
1448,16.9,40.3,0.7717
1294,20.8,31.3,0.7617
1269,24.3,24.7,0.7407
1247,26.7,22.6,0.7785
1239,27.1,21.7,0.7636
1199,28.3,17.9,0.6769
1216,27.8,20.0,0.7378
1131,26.2,19.4,0.6491
1300,22.7,24.4,0.6661
1358,20.2,29.3,0.686
1492,17.3,35.2,0.6907
1413,16.1,38.7,0.7023
1210,14.6,44.5,0.7337
1196,13.7,48.6,0.7555
1101,12.4,52.2,0.7513
1076,11.9,53.4,0.7414
1040,10.4,58.4,0.7367
989,8.9,63.5,0.7268
966,8.2,65.9,0.7168
912,7.7,67.1,0.7074
960,7.2,68.6,0.6978
1028,7.5,66.7,0.6943
1375,8.7,61.6,0.696
1522,12.0,51.0,0.7131
1400,15.4,42.5,0.7379
1323,18.8,33.5,0.7186
1250,22.2,28.1,0.7426
1283,24.7,25.5,0.7785
1171,25.0,23.4,0.7301
1264,25.9,21.9,0.7209
1301,25.6,21.7,0.7039
1321,25.1,21.8,0.6854
1343,22.1,25.6,0.6728
1493,19.1,32.5,0.7112
1545,16.7,42.5,0.8002
1477,15.5,48.3,0.8439
1202,13.3,60.5,0.9168
